Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program8,GO:0015627,type II protein secretion system complex,CC,2,17,71,4.667771333885667,0.06676470383914802,N900_RS00890/N900_RS00945,0.2754044033364856,0.5600291202539328,0.6691095725524053
Program8,GO:0015628,protein secretion by the type II secretion system,BP,2,18,71,4.408450704225352,0.07391745341030721,N900_RS00890/N900_RS00945,0.2710306625044598,0.5669815733204688,0.6442859888273732
Program8,GO:0004252,serine-type endopeptidase activity,MF,2,19,71,4.176426982950334,0.08130425361052084,N900_RS04445/N900_RS11160,0.26830403691471877,0.5713727928644129,0.6208048929778504
Program8,GO:0043709,cell adhesion involved in single-species biofilm formation,BP,2,23,71,3.4500918554807103,0.11288226775945659,N900_RS09705/N900_RS16380,0.33864680327836977,0.47025301964455873,0.5378306579130864
Program8,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,BP,2,23,71,3.4500918554807103,0.11288226775945659,N900_RS09705/N900_RS16380,0.31042623633850563,0.5080415805339585,0.5378306579130864
Program8,GO:0050660,flavin adenine dinucleotide binding,MF,2,26,71,3.0520043336944744,0.1383025138705399,N900_RS00745/N900_RS01040,0.351075612132909,0.4545993382474667,0.4845851459598613
Program8,GO:0003723,RNA binding,MF,3,52,71,2.2890032502708557,0.14171253445021456,N900_RS00780/N900_RS07510/N900_RS10445,0.33403668834693434,0.4762058305789301,0.35964640935156134
Program8,GO:0052621,diguanylate cyclase activity,MF,2,28,71,2.834004024144869,0.1558853869400451,N900_RS09705/N900_RS16380,0.34294785126809924,0.46477191385909106,0.45240046258846
Program8,GO:0006508,proteolysis,BP,3,62,71,1.9198091776465245,0.20423540604444004,N900_RS11360/N900_RS14860/N900_RS16350,0.4212355249666576,0.37547500964610253,0.28325806348810667
Program8,GO:0005886,plasma membrane,CC,20,661,71,1.200485819607509,0.20781532599759783,N900_RS00890/N900_RS00945/N900_RS01040/N900_RS03805/N900_RS04750/N900_RS07485/N900_RS07715/N900_RS08765/N900_RS09705/N900_RS10260/N900_RS10995/N900_RS11355/N900_RS13680/N900_RS14770/N900_RS14855/N900_RS16380/N900_RS17120/N900_RS18130/N900_RS18340/N900_RS18785,0.4034062210541605,0.3942574086798696,0.07935703444503907
Program8,GO:0016787,hydrolase activity,MF,2,38,71,2.088213491475167,0.24830838301094948,N900_RS13360/N900_RS13675,0.455232035520074,0.34176718343186685,0.31977489731386916
Program8,GO:0006935,chemotaxis,BP,3,69,71,1.7250459277403551,0.25124779373761824,N900_RS03805/N900_RS05075/N900_RS18340,0.43637774701796855,0.3601374042654408,0.23680066224910518
Program8,GO:0022857,transmembrane transporter activity,MF,3,87,71,1.3681398737251091,0.37669558846496937,N900_RS04750/N900_RS07485/N900_RS14770,0.6215477209671995,0.2065255216368192,0.13613050036774194
Program8,GO:0000287,magnesium ion binding,MF,3,89,71,1.3373951574616236,0.39059219935978856,N900_RS02295/N900_RS04380/N900_RS10275,0.6137877418510963,0.21198178924989022,0.1262597463414477
Program8,GO:0003700,DNA-binding transcription factor activity,MF,4,126,71,1.2595573440643864,0.393314011884115,N900_RS06505/N900_RS08845/N900_RS08880/N900_RS17670,0.5899710178261726,0.2291693224380649,0.10021794447709757
Program8,GO:0030288,outer membrane-bounded periplasmic space,CC,2,54,71,1.4694835680751175,0.397387870993973,N900_RS13800/N900_RS18915,0.5701652062087438,0.2439992886270452,0.1671647341077108
Program8,GO:0005737,cytoplasm,CC,12,433,71,1.0995673811924664,0.40881014743961525,N900_RS01435/N900_RS04380/N900_RS05955/N900_RS07510/N900_RS10495/N900_RS11160/N900_RS12510/N900_RS13675/N900_RS13780/N900_RS15160/N900_RS15305/N900_RS16940,0.562113952729471,0.2501756345643637,0.0412218479609574
Program8,GO:0051539,"4 iron, 4 sulfur cluster binding",MF,2,57,71,1.392142327650111,0.4241028302096007,N900_RS11360/N900_RS17580,0.5598157358766729,0.25195489810215826,0.1436836382581878
Program8,GO:0003677,DNA binding,MF,5,172,71,1.153373730756633,0.4390387114236669,N900_RS02890/N900_RS08880/N900_RS10990/N900_RS13675/N900_RS13730,0.5572414414223464,0.25395659305246526,0.061970055695168016
Program8,GO:0007165,signal transduction,BP,2,76,71,1.0441067457375834,0.5774210721664812,N900_RS05075/N900_RS18340,0.7057368659812547,0.15135719548347734,0.018744901649887936
Program8,GO:0005524,ATP binding,MF,8,355,71,0.8941083118428883,0.6884820134140786,N900_RS01850/N900_RS02295/N900_RS02890/N900_RS04380/N900_RS10705/N900_RS10990/N900_RS11160/N900_RS13675,0.811425230095164,0.0907514926623122,-0.04860986779645244
Program8,GO:0006355,regulation of DNA-templated transcription,BP,3,150,71,0.7935211267605633,0.7395284879890383,N900_RS06505/N900_RS08880/N900_RS17670,0.8415324173668366,0.07492914954868835,-0.10044150606932077
Program8,GO:0016020,membrane,CC,6,310,71,0.7679236710586097,0.8104400659470279,N900_RS04445/N900_RS05075/N900_RS10885/N900_RS10995/N900_RS16350/N900_RS16375,0.8914840725417307,0.04988641162382451,-0.11468194518393099
Program8,GO:0016887,ATP hydrolysis activity,MF,2,126,71,0.6297786720321932,0.835748426177203,N900_RS02890/N900_RS11160,0.8896676794789581,0.05077218652390562,-0.2008120511868836
Program8,GO:0046872,metal ion binding,MF,5,290,71,0.6840699368625547,0.8706218805062267,N900_RS01950/N900_RS02685/N900_RS11360/N900_RS13675/N900_RS17580,0.8978288142720463,0.04680646077604348,-0.16489949529623918
Program8,GO:0005829,cytosol,CC,5,420,71,0.4723340040241448,0.9870567373574587,N900_RS00745/N900_RS04380/N900_RS10445/N900_RS14860/N900_RS15305,0.9870567373574587,0.005657882778126688,-0.3257507877951836
